"","x","y","land","built_s","built_v","NUMPOINTS","pop","smod_10","smod_11","smod_12","smod_13","smod_21","smod_22","smod_23","smod_30","id","country"
"206",109000,1359000,995406.48,7.94,19.93,0,10.6506763678044,0,100,0,0,0,0,0,0,206,1
"207",119000,1359000,1e+06,4.72,11.89,0,4.37572538666427,0,100,0,0,0,0,0,0,207,1
"208",129000,1359000,1e+06,7.22,18.14,0,6.6758332606405,0,100,0,0,0,0,0,0,208,1
"209",139000,1359000,1e+06,3.06,7.67,0,2.8226924687624,0,100,0,0,0,0,0,0,209,1
"210",149000,1359000,1e+06,6.28,15.79,0,5.81099264882505,0,100,0,0,0,0,0,0,210,1
"211",159000,1359000,1e+06,1.21,3.04,0,1.11877248622477,0,100,0,0,0,0,0,0,211,1
"212",169000,1359000,999089.45,0,0,0,0,0,100,0,0,0,0,0,0,212,1
"213",179000,1359000,999760.85,78.38,354.83,0,161.319785729051,0,99,1,0,0,0,0,0,213,1
"214",189000,1359000,1e+06,1221.09,4261,2,1937.21957166493,0,97,2,1,0,0,0,0,214,1
"215",199000,1359000,1e+06,4232.07,12172.92,1,5534.29211448878,0,77,21,2,0,0,0,0,215,1
"216",209000,1359000,998339.02,1792.81,4484.8,0,2038.96791568398,0,90,10,0,0,0,0,0,216,1
"217",219000,1359000,999743.65,4617.39,11751.42,0,5410.28231712431,0,68,31,1,0,0,0,0,217,1
"218",229000,1359000,1e+06,5285.75,13219.24,0,6414.53771129623,0,55,45,0,0,0,0,0,218,1
"219",239000,1359000,999951.41,2699.48,6751.27,1,3151.9418127723,0,80,19,1,0,0,0,0,219,1
"220",249000,1359000,997814.93,1090.39,2728.53,0,1156.43617157079,0,98,2,0,0,0,0,0,220,1
"221",259000,1359000,1e+06,2322.19,5841.97,0,2442.39187763818,0,90,10,0,0,0,0,0,221,1
"222",269000,1359000,1e+06,8311.29,29340.05,7,14405.0883614477,0,56,37,3,3,0,1,0,222,1
"223",279000,1359000,1e+06,13142.34,35522.66,8,17256.1645818837,0,23,64,13,0,0,0,0,223,1
"224",289000,1359000,998952.63,5484.9,15721.23,3,7213.14944088179,0,72,25,3,0,0,0,0,224,1
"225",299000,1359000,998885.89,1211.57,3797.11,1,1835.71414823644,0,94,5,1,0,0,0,0,225,1
"226",309000,1359000,1e+06,2607.67,6576.57,3,3122.03190471139,0,88,10,2,0,0,0,0,226,1
"227",319000,1359000,998895.73,410.44,1026.36,0,498.144963455387,0,97,3,0,0,0,0,0,227,1
"228",329000,1359000,1e+06,732.53,1831.97,2,1211.09225146472,0,98,1,1,0,0,0,0,228,1
"229",339000,1359000,1e+06,2862.19,7156.93,1,4422.77818067558,0,87,8,5,0,0,0,0,229,1
"230",349000,1359000,1e+06,1839.1,4599.58,0,2872.68568023667,0,89,10,1,0,0,0,0,230,1
"231",359000,1359000,999485.3,1231.56,3080.99,0,1929.5712354295,0,90,10,0,0,0,0,0,231,1
"232",99000,1349000,999006.6,3398.61,8499.62,2,4739.74034486339,0,81,15,4,0,0,0,0,232,1
"233",109000,1349000,998876.16,898.33,2246.56,9,1257.60195294209,0,97,2,1,0,0,0,0,233,1
"234",119000,1349000,999878.88,3.48,8.73,0,3.21279074810445,0,100,0,0,0,0,0,0,234,1
"235",129000,1349000,1e+06,1.86,4.67,0,1.71864063292742,0,100,0,0,0,0,0,0,235,1
"236",139000,1349000,1e+06,3.76,9.42,0,3.46672266721725,0,100,0,0,0,0,0,0,236,1
"237",149000,1349000,1e+06,611.95,2478.13,0,911.994639737532,0,99,0,1,0,0,0,0,237,1
"238",159000,1349000,1e+06,3.47,8.71,0,3.20543038845062,0,100,0,0,0,0,0,0,238,1
"239",169000,1349000,1e+06,0.72,1.81,0,0.702901104465127,0,100,0,0,0,0,0,0,239,1
"240",179000,1349000,1e+06,173.87,435.29,0,197.900093965232,0,100,0,0,0,0,0,0,240,1
"241",189000,1349000,1e+06,6565.63,30842.99,4,13990.7443085536,0,88,6,0,3,0,3,0,241,1
"242",199000,1349000,1e+06,1436.08,3593.05,3,1633.54300546646,0,94,6,0,0,0,0,0,242,1
"243",209000,1349000,998560.6,1186.29,2970.51,0,1350.51163476706,0,95,5,0,0,0,0,0,243,1
"244",219000,1349000,1e+06,3160.13,9136.56,5,4153.84246765077,0,90,7,3,0,0,0,0,244,1
"245",229000,1349000,1e+06,2069.62,5176.92,1,2233.50624449737,0,88,12,0,0,0,0,0,245,1
"246",239000,1349000,999672.19,955.39,2390.12,1,996.507848059758,0,97,3,0,0,0,0,0,246,1
"247",249000,1349000,998944.87,670.98,1679.56,0,700.196631422266,0,99,1,0,0,0,0,0,247,1
"248",259000,1349000,1e+06,1575.97,3943.8,0,1644.14220373146,0,95,5,0,0,0,0,0,248,1
"249",269000,1349000,1e+06,7236.6,23792.07,6,10805.6251710523,0,74,20,6,0,0,0,0,249,1
"250",279000,1349000,1e+06,7286.63,18223.38,3,8057.10461235605,0,51,47,2,0,0,0,0,250,1
"251",289000,1349000,1e+06,3419.71,8553.03,1,3559.08552181162,0,79,21,0,0,0,0,0,251,1
"252",299000,1349000,1e+06,1996.09,4992.47,1,2063.13766127452,0,88,12,0,0,0,0,0,252,1
"253",309000,1349000,999729.1,978.53,3353.57,1,1423.00791097153,0,96,3,1,0,0,0,0,253,1
"254",319000,1349000,998315.95,379.59,949.51,0,471.921703898347,0,97,3,0,0,0,0,0,254,1
"255",329000,1349000,1e+06,2329.19,5824.61,1,3593.49280552566,0,84,14,2,0,0,0,0,255,1
