"","x","y","land","built_s","built_v","pop","smod.10","smod.11","smod.12","smod.13","smod.21","smod.22","smod.23","smod.30","SCHOOLS"
"10985",-902000,1200000,998526.93,574.51,1436.72,1531.32630325481,0,97,2,1,0,0,0,0,"0"
"10986",-892000,1200000,1e+06,426.5,1066.41,1135.7565872781,0,98,1,1,0,0,0,0,"0"
"10987",-882000,1200000,999422.18,50.71,126.82,126.325463976711,0,99,1,0,0,0,0,0,"0"
"10988",-872000,1200000,992502.38,8.24,20.63,19.8910649120808,0,100,0,0,0,0,0,0,"0"
"10989",-862000,1200000,998736.92,10.05,25.14,21.4227161705494,0,100,0,0,0,0,0,0,"0"
"10990",-852000,1200000,1e+06,103.98,260.09,240.577915474772,0,98,2,0,0,0,0,0,"0"
"10991",-842000,1200000,1e+06,333.79,908.12,839.992390148342,0,94,6,0,0,0,0,0,"0"
"10992",-832000,1200000,1e+06,106.05,265.23,245.332313250751,0,98,2,0,0,0,0,0,"0"
"10993",-822000,1200000,998659.56,145.35,363.47,336.202300406993,0,97,3,0,0,0,0,0,"0"
"10994",-812000,1200000,999670.19,0,0,0,0,100,0,0,0,0,0,0,"0"
"10995",-1342000,1190000,936634.46,81413.03,634959.79,399265.854221289,0,67,2,0,7,0,0,24,"1"
"10996",-1332000,1190000,964687.19,19037.58,59921.05,28394.1475333208,0,41,37,2,17,0,0,3,"1"
"10997",-1322000,1190000,997817.4,13148.02,34161.68,16418.922580828,0,45,38,1,16,0,0,0,"1"
"10998",-1312000,1190000,1e+06,1508.07,4840.26,2290.95865470077,0,90,9,1,0,0,0,0,"0"
"10999",-1302000,1190000,998812.35,1331.48,3436.56,2955.19014574308,0,82,18,0,0,0,0,0,"0"
"11000",-1292000,1190000,999179.98,570.41,1426.53,1325.9992181994,0,92,8,0,0,0,0,0,"0"
"11001",-1282000,1190000,998236.39,67.77,169.62,183.594439156354,0,100,0,0,0,0,0,0,"0"
"11002",-1272000,1190000,1e+06,2357.56,7140.47,7871.73505657911,0,85,11,4,0,0,0,0,"0"
"11003",-1262000,1190000,1e+06,802.27,3448.64,3801.81983186305,0,94,5,1,0,0,0,0,"0"
"11004",-1082000,1190000,999336.55,493.04,1232.97,1690.62558666617,0,94,5,1,0,0,0,0,"0"
"11005",-1072000,1190000,997783.62,781.66,3139.27,2904.72674698382,0,96,2,2,0,0,0,0,"0"
"11006",-1062000,1190000,997822.44,1539.71,5176.66,4299.46006598324,0,94,2,4,0,0,0,0,"0"
"11007",-1052000,1190000,999301.66,1133.9,5705.15,4716.14023063891,0,96,3,0,0,0,1,0,"0"
"11008",-1042000,1190000,1e+06,1179.77,3924.63,3259.39486240596,0,94,5,0,0,0,1,0,"0"
"11009",-1032000,1190000,998635.4,188.43,471.22,390.437634618953,0,98,2,0,0,0,0,0,"0"
"11010",-1022000,1190000,998879.95,848.08,2120.47,1748.40078581497,0,94,5,1,0,0,0,0,"0"
"11011",-1012000,1190000,999252.72,351.35,878.59,731.428220139817,0,98,1,1,0,0,0,0,"0"
"11012",-1002000,1190000,997679.87,623.3,1558.48,2232.06860392727,0,97,1,2,0,0,0,0,"0"
"11013",-992000,1190000,996636.47,494.58,1236.59,1757.80416432209,0,96,3,1,0,0,0,0,"0"
"11014",-982000,1190000,992328.61,478.25,1195.85,2279.9416414313,0,92,7,1,0,0,0,0,"0"
"11015",-972000,1190000,1e+06,2543.91,9016.5,19042.9251263887,0,89,7,1,1,0,2,0,"1"
"11016",-962000,1190000,1e+06,781.19,2871.36,6064.33688668906,0,96,0,4,0,0,0,0,"0"
"11017",-952000,1190000,997428.34,255.2,638.1,1346.19526465237,0,98,0,2,0,0,0,0,"0"
"11018",-942000,1190000,1e+06,264.18,660.57,985.742679383605,0,96,4,0,0,0,0,0,"0"
"11019",-932000,1190000,1e+06,310.64,776.8,1159.18813370541,0,97,2,1,0,0,0,0,"0"
"11020",-922000,1190000,1e+06,245.6,614.09,916.382390785963,0,98,0,2,0,0,0,0,"0"
"11021",-912000,1190000,996870.39,109.4,273.66,408.372072264552,0,98,2,0,0,0,0,0,"0"
"11022",-902000,1190000,996299.59,2857.31,9421.1,10085.149153281,0,86,7,3,2,0,2,0,"0"
"11023",-892000,1190000,1e+06,311.56,779.03,829.688818376512,0,97,3,0,0,0,0,0,"0"
"11024",-882000,1190000,999836.18,347.36,868.56,796.763609904796,0,96,4,0,0,0,0,0,"0"
"11025",-872000,1190000,998635.97,76.21,190.56,162.084228247404,0,99,1,0,0,0,0,0,"0"
"11026",-862000,1190000,995268.92,11.01,27.55,23.6883784681559,0,100,0,0,0,0,0,0,"0"
"11027",-852000,1190000,1e+06,1.49,3.74,3.45942331850529,0,100,0,0,0,0,0,0,"0"
"11028",-842000,1190000,1e+06,9.66,24.17,22.3567547649145,0,100,0,0,0,0,0,0,"0"
"11029",-832000,1190000,998880.39,90.82,227.12,210.081348318607,0,98,2,0,0,0,0,0,"0"
"11030",-822000,1190000,998307.5,22.36,55.93,51.7341038137674,0,100,0,0,0,0,0,0,"0"
"11031",-812000,1190000,998277.56,38.64,96.65,77.3868883531541,0,99,1,0,0,0,0,0,"0"
"11032",-1342000,1180000,844440.19,429.37,1073.78,882.31051049754,4,92,4,0,0,0,0,0,"0"
"11033",-1332000,1180000,947586.12,1159.43,2899.76,1566.48396409024,0,90,10,0,0,0,0,0,"0"
"11034",-1322000,1180000,993550.56,17869.18,83464.32,45236.8141322825,0,54,30,4,7,0,5,0,"1"
"11035",-1312000,1180000,999266.11,1871.56,4680.95,2617.97236881405,0,87,13,0,0,0,0,0,"0"
"11036",-1302000,1180000,999991.56,1187.32,2968.91,2414.26518294867,0,88,12,0,0,0,0,0,"0"
"11037",-1292000,1180000,997474.94,1141.4,2854.2,2582.75625263155,0,86,13,1,0,0,0,0,"0"
"11038",-1282000,1180000,999305.29,819.72,2049.93,1808.70028204098,0,90,10,0,0,0,0,0,"0"
"11039",-1272000,1180000,1e+06,1542.79,3859.7,4204.20384993404,0,83,16,1,0,0,0,0,"0"
"11040",-1262000,1180000,997524.8,1950.36,4876.56,5207.80592561886,0,87,6,7,0,0,0,0,"0"
"11041",-1072000,1180000,999068.58,895.7,3117.1,3494.39191756398,0,95,3,2,0,0,0,0,"0"
"11042",-1062000,1180000,997457.5,966.56,4293.51,3565.74873323366,0,93,6,1,0,0,0,0,"0"
"11043",-1052000,1180000,999579.4,1991.38,11446.11,8156.82951591164,0,94,5,0,0,0,1,0,"0"
"11044",-1042000,1180000,998278.68,2774.82,16116.73,13262.1791988499,0,92,4,2,1,0,1,0,"0"
"11045",-1032000,1180000,999762.59,1389.1,5440.04,4815.29371929169,0,92,2,6,0,0,0,0,"0"
"11046",-1022000,1180000,999954.42,316.13,790.48,884.234772736207,0,96,2,2,0,0,0,0,"0"
"11047",-1012000,1180000,999612.56,746.37,1866.13,2722.02104230225,0,93,5,2,0,0,0,0,"0"
"11048",-1002000,1180000,996065.04,1479.8,3699.91,5673.21430976316,0,90,6,4,0,0,0,0,"0"
"11049",-992000,1180000,996418.81,779.06,3251.86,5004.16337524355,0,91,6,3,0,0,0,0,"0"
"11050",-982000,1180000,994343.86,703.67,1759.4,2544.98176503182,0,93,5,2,0,0,0,0,"1"
"11051",-972000,1180000,999584.17,834.91,2087.57,4408.96572333574,0,90,5,5,0,0,0,0,"0"
"11052",-962000,1180000,997891.14,491.19,1994.73,4212.88689216971,0,96,2,2,0,0,0,0,"0"
"11053",-952000,1180000,997633,195.94,489.96,834.695541050285,0,96,4,0,0,0,0,0,"0"
"11054",-942000,1180000,1e+06,347.5,868.89,1296.61043893173,0,96,3,1,0,0,0,0,"0"
"11055",-932000,1180000,1e+06,294.3,735.91,1098.1695776321,0,97,2,1,0,0,0,0,"0"
"11056",-922000,1180000,1e+06,679.96,2692.14,4017.37480285764,0,94,4,2,0,0,0,0,"0"
"11057",-912000,1180000,995279.61,989.02,3411.6,5089.03143961355,0,93,5,2,0,0,0,0,"0"
"11058",-902000,1180000,998200.63,355.76,889.6,947.448976486922,0,97,2,1,0,0,0,0,"0"
"11059",-892000,1180000,1e+06,767.56,2657.88,2830.71684798226,0,95,3,2,0,0,0,0,"0"
"11060",-882000,1180000,1e+06,254.72,636.89,676.557868864387,0,97,3,0,0,0,0,0,"0"
"11061",-872000,1180000,998459.85,673.03,1682.81,1431.34426692873,0,95,4,1,0,0,0,0,"0"
"11062",-862000,1180000,997461.3,4.47,11.2,9.5263611227274,0,100,0,0,0,0,0,0,"0"
"11063",-852000,1180000,997643.41,523.5,2344.89,2168.83379165456,0,97,2,1,0,0,0,0,"0"
"11064",-842000,1180000,998655.28,127.28,318.31,294.43022659421,0,98,2,0,0,0,0,0,"0"
"11065",-832000,1180000,998510.5,56.64,141.63,159.862104494125,0,99,1,0,0,0,0,0,"0"
"11066",-822000,1180000,1e+06,0.18,0.45,0.510696470737457,0,100,0,0,0,0,0,0,"0"
"11067",-812000,1180000,997780.53,2240.1,10820.46,3552.75079000369,0,96,0,4,0,0,0,0,"0"
"11068",-1332000,1170000,908900.21,2639.43,6600.16,5568.70981174335,2,81,10,7,0,0,0,0,"0"
"11069",-1322000,1170000,977199.01,3524.79,8814.27,4801.63193782233,0,79,17,4,0,0,0,0,"0"
"11070",-1312000,1170000,981532.7,3371.3,8430.25,5607.19623854198,0,75,21,4,0,0,0,0,"0"
"11071",-1302000,1170000,993816.17,2564.45,6567.44,5446.20239336416,0,77,19,0,4,0,0,0,"1"
"11072",-1292000,1170000,992837.46,921.57,2304.62,1907.88877487555,0,86,14,0,0,0,0,0,"0"
"11073",-1282000,1170000,1e+06,3796.41,14771.68,12980.653529726,0,76,18,3,1,0,2,0,"0"
"11074",-1272000,1170000,1e+06,3369.14,8426.56,7425.35428930819,0,70,23,5,2,0,0,0,"0"
"11075",-1262000,1170000,995358.61,4179.97,14179.67,12875.9042099454,0,74,22,2,0,0,2,0,"0"
"11076",-1072000,1170000,997767.9,677.17,1693.3,1406.28118427098,0,93,7,0,0,0,0,0,"0"
"11077",-1062000,1170000,999911.12,141.12,352.9,293.08252280578,0,99,1,0,0,0,0,0,"0"
"11078",-1052000,1170000,997544.05,482.77,1207.19,1002.56810802966,0,97,2,1,0,0,0,0,"0"
"11079",-1042000,1170000,998440.38,416.81,1042.37,865.685538012534,0,97,2,1,0,0,0,0,"0"
"11080",-1032000,1170000,997499.12,617.07,1542.93,1887.92552426829,0,97,1,2,0,0,0,0,"0"
"11081",-1022000,1170000,998152.11,750.85,1877.37,2394.59291388094,0,95,3,2,0,0,0,0,"0"
"11082",-1012000,1170000,998276.8,486.64,1216.82,1552.05874957517,0,96,4,0,0,0,0,0,"0"
"11083",-1002000,1170000,999147.88,858.47,2146.41,3246.16689855233,0,90,8,2,0,0,0,0,"0"
"11084",-992000,1170000,994550.17,424.37,1061.17,1623.40914675221,0,95,3,2,0,0,0,0,"0"
"11085",-982000,1170000,998399.68,824.73,2062.08,2334.34162450582,0,90,9,1,0,0,0,0,"0"
"11086",-972000,1170000,1e+06,547.04,1367.77,1549.51649593934,0,95,4,1,0,0,0,0,"0"
"11087",-962000,1170000,998190.16,330.94,827.52,1639.59877568483,0,96,3,1,0,0,0,0,"0"
"11088",-952000,1170000,999927.65,283.95,710.08,1499.25501618907,0,95,3,2,0,0,0,0,"0"
"11089",-942000,1170000,1e+06,200.31,500.85,748.148688714951,0,98,2,0,0,0,0,0,"0"
"11090",-932000,1170000,1e+06,429.6,1074.24,1603.04618034512,0,93,6,1,0,0,0,0,"0"
"11091",-922000,1170000,1e+06,413.13,1032.99,1541.49041905999,0,96,2,2,0,0,0,0,"0"
"11092",-912000,1170000,995428.75,428.88,1072.42,1599.81328781322,0,97,1,2,0,0,0,0,"0"
"11093",-902000,1170000,994972.57,553.76,1384.62,1649.00854381919,0,93,6,1,0,0,0,0,"0"
"11094",-892000,1170000,1e+06,777.45,1944.02,2070.43586129323,0,92,8,0,0,0,0,0,"0"
"11095",-882000,1170000,1e+06,471.3,1178.44,1155.96537225694,0,95,5,0,0,0,0,0,"0"
"11096",-872000,1170000,998289.19,16.86,42.28,35.9620126187801,0,100,0,0,0,0,0,0,"0"
"11097",-862000,1170000,998287.38,320.55,801.56,681.781256847083,0,97,3,0,0,0,0,0,"0"
"11098",-852000,1170000,997259.1,21.35,64.99,60.2958969697356,0,100,0,0,0,0,0,0,"0"
"11099",-842000,1170000,998830.61,79.86,199.77,201.992977164686,0,99,1,0,0,0,0,0,"0"
"11100",-832000,1170000,1e+06,23.2,58.17,66.0160275734961,0,100,0,0,0,0,0,0,"0"
"11101",-822000,1170000,1e+06,304.61,761.63,864.359432913363,0,98,1,1,0,0,0,0,"0"
"11102",-812000,1170000,998269.45,96.37,241,188.873351347633,0,98,2,0,0,0,0,0,"0"
"11103",-1332000,1160000,723761.67,4950.74,12379.31,11512.6690371968,20,49,13,6,0,12,0,0,"1"
"11104",-1322000,1160000,921217.16,839.46,2099.41,1219.95882749371,0,91,9,0,0,0,0,0,"0"
"11105",-1312000,1160000,926605.65,2848.13,7121.88,6262.09606365301,0,75,19,6,0,0,0,0,"0"
"11106",-1302000,1160000,969414.95,14759.36,88678.48,42916.6767590018,0,64,28,0,3,0,5,0,"1"
"11107",-1292000,1160000,999854.94,1586.99,5428.9,3928.21760184691,0,85,14,1,0,0,0,0,"0"
"11108",-1282000,1160000,999497.36,2420.05,6051.17,4422.52504003606,0,74,26,0,0,0,0,0,"0"
"11109",-1272000,1160000,997275.9,3686.6,12689.05,11226.8074274547,0,67,29,1,0,3,0,0,"0"
"11110",-1062000,1160000,999494.72,575.13,1438.04,1194.72836062312,0,95,4,1,0,0,0,0,"0"
"11111",-1052000,1160000,997390.09,383.04,957.85,795.491897072643,0,93,7,0,0,0,0,0,"0"
"11112",-1042000,1160000,999353.63,1037.62,2594.45,2154.68389997259,0,93,6,1,0,0,0,0,"0"
"11113",-1032000,1160000,999237.66,749.92,1875.18,2066.38403002545,0,93,5,2,0,0,0,0,"0"
"11114",-1022000,1160000,999411.35,443.81,1109.71,1415.43953799456,0,95,4,1,0,0,0,0,"0"
"11115",-1012000,1160000,997102.07,1505,3762.91,4606.78875289858,0,91,3,6,0,0,0,0,"0"
"11116",-1002000,1160000,998908.8,778.09,1945.46,2580.09847361967,0,89,9,2,0,0,0,0,"0"
"11117",-992000,1160000,992247.74,317.45,793.78,1077.80191957578,0,96,4,0,0,0,0,0,"0"
"11118",-982000,1160000,999806.24,1040.05,2600.38,2943.71474034712,0,89,10,1,0,0,0,0,"0"
"11119",-972000,1160000,1e+06,983.41,2458.78,2783.41892249137,0,92,5,3,0,0,0,0,"0"
"11120",-962000,1160000,999593.5,466.2,1165.64,1319.54238450155,0,95,5,0,0,0,0,0,"0"
"11121",-952000,1160000,998288.42,784.77,3536.93,4030.26265046,0,93,3,4,0,0,0,0,"0"
"11122",-942000,1160000,1e+06,284.17,710.57,827.841469459236,0,96,4,0,0,0,0,0,"0"
"11123",-932000,1160000,1e+06,209.83,524.65,649.794525261968,0,96,4,0,0,0,0,0,"0"
"11124",-922000,1160000,998025.57,460.24,1150.86,1249.73640572652,0,95,5,0,0,0,0,0,"0"
"11125",-912000,1160000,998980.88,109.65,274.19,292.04802743718,0,99,1,0,0,0,0,0,"0"
"11126",-902000,1160000,995535,88.99,222.55,202.879965797067,0,99,1,0,0,0,0,0,"0"
"11127",-892000,1160000,1e+06,579.83,1449.86,1252.8572603697,0,96,4,0,0,0,0,0,"0"
"11128",-882000,1160000,1e+06,223.9,559.92,386.670731898398,0,96,4,0,0,0,0,0,"0"
"11129",-872000,1160000,998485.98,646.02,1615.33,1373.94793585688,0,96,3,1,0,0,0,0,"0"
"11130",-862000,1160000,996642.56,500.89,1252.53,1065.37610128895,0,95,5,0,0,0,0,0,"0"
"11131",-852000,1160000,998875.42,297.28,743.33,842.661399371922,0,99,0,1,0,0,0,0,"0"
"11132",-842000,1160000,998631.32,62.92,157.37,178.596224505454,0,99,1,0,0,0,0,0,"0"
"11133",-832000,1160000,999880.9,1189.63,4460.9,5062.59066769853,0,98,0,2,0,0,0,0,"0"
"11134",-822000,1160000,1e+06,42.02,105.28,119.480273745954,0,100,0,0,0,0,0,0,"0"
"11135",-812000,1160000,998278.1,20.67,51.68,58.6506517641246,0,99,1,0,0,0,0,0,"0"
"11136",-1322000,1150000,656547.92,243.67,609.49,582.578354515134,25,69,6,0,0,0,0,0,"0"
"11137",-1312000,1150000,938050.36,1135.98,2840.72,2049.71909776144,0,87,13,0,0,0,0,0,"0"
"11138",-1302000,1150000,990664.28,1376.73,3442.81,2440.17419774458,0,82,18,0,0,0,0,0,"0"
"11139",-1292000,1150000,997061.32,2559.79,7540.22,5283.04322717897,0,82,16,0,1,0,1,0,"0"
"11140",-1282000,1150000,993553.07,2848.93,9212.5,6431.73473016545,0,81,17,2,0,0,0,0,"0"
"11141",-1052000,1150000,998804.68,253.96,635.13,527.473794817924,0,97,3,0,0,0,0,0,"0"
"11142",-1042000,1150000,999493.7,905.76,2264.83,1927.43113094941,0,92,6,2,0,0,0,0,"0"
"11143",-1032000,1150000,999766.41,1445.65,4925.47,4471.90266730264,0,91,7,2,0,0,0,0,"0"
"11144",-1022000,1150000,1e+06,1005.72,2514.61,3207.39508338645,0,85,15,0,0,0,0,0,"0"
"11145",-1012000,1150000,998268.13,723.2,1808.31,2161.70690724626,0,92,6,2,0,0,0,0,"0"
"11146",-1002000,1150000,994737.4,639.7,1599.57,2368.57796142064,0,96,2,2,0,0,0,0,"0"
"11147",-992000,1150000,997168.99,1054.01,2635.35,7051.74409159274,0,90,3,5,0,2,0,0,"0"
"11148",-982000,1150000,997935.57,383.59,959.2,1140.81862160564,0,95,5,0,0,0,0,0,"0"
"11149",-972000,1150000,999602.19,1218.13,3045.59,3447.75425976887,0,91,6,3,0,0,0,0,"0"
"11150",-962000,1150000,999579.51,846.01,2115.23,2369.63434747606,0,87,12,1,0,0,0,0,"0"
"11151",-952000,1150000,997312.25,809.22,3060.48,3277.08515326679,0,92,6,2,0,0,0,0,"0"
"11152",-942000,1150000,1e+06,527.28,2502.05,2678.78097371757,0,96,2,2,0,0,0,0,"0"
"11153",-932000,1150000,1e+06,316.41,791.23,847.11810965836,0,96,4,0,0,0,0,0,"0"
"11154",-922000,1150000,994749.92,328.73,822.11,553.989061711356,0,98,2,0,0,0,0,0,"0"
"11155",-912000,1150000,1e+06,3.45,8.65,3.25948747433722,0,100,0,0,0,0,0,0,"0"
"11156",-902000,1150000,996104.85,431.01,1077.74,406.113294666633,0,98,2,0,0,0,0,0,"0"
"11157",-892000,1150000,999926.49,3858.53,19356.93,7294.06600643415,0,91,7,0,0,0,2,0,"0"
"11158",-882000,1150000,1e+06,406.57,1016.75,854.771495857276,0,97,3,0,0,0,0,0,"0"
"11159",-872000,1150000,999982.03,696.94,1742.67,1482.25924386084,0,93,7,0,0,0,0,0,"0"
"11160",-862000,1150000,996042.15,618.49,1546.62,1079.81943253428,0,96,4,0,0,0,0,0,"0"
"11161",-852000,1150000,997692.36,457.06,1142.84,1296.57097629458,0,96,3,1,0,0,0,0,"0"
"11162",-842000,1150000,1e+06,392.14,980.64,1112.90970883146,0,97,2,1,0,0,0,0,"0"
"11163",-832000,1150000,998530.23,597.17,1493.46,1694.89938925952,0,96,2,2,0,0,0,0,"0"
"11164",-822000,1150000,1e+06,65.56,164.09,186.222626768053,0,99,1,0,0,0,0,0,"0"
"11165",-812000,1150000,998010.91,83.35,208.5,236.397166471928,0,99,1,0,0,0,0,0,"0"
"11166",-802000,1150000,1e+06,327.15,817.94,893.720921039582,0,99,0,1,0,0,0,0,"0"
"11167",-792000,1150000,1e+06,482.66,1206.87,808.557329144328,0,99,0,1,0,0,0,0,"0"
"11168",-1312000,1140000,873974.66,481.22,1203.51,840.545728385449,2,90,8,0,0,0,0,0,"0"
"11169",-1302000,1140000,965629.58,750.01,1875.58,1309.92743009701,0,93,7,0,0,0,0,0,"0"
"11170",-1292000,1140000,995539.28,3799.07,12121.42,8269.67255634628,0,70,27,0,2,0,1,0,"0"
"11171",-1052000,1140000,998800.28,1402.98,4829.12,5781.03834911809,0,92,4,4,0,0,0,0,"0"
"11172",-1042000,1140000,999770.7,1185.05,2963.25,3736.74822618067,0,85,12,3,0,0,0,0,"0"
"11173",-1032000,1140000,999715.17,933.44,2333.96,2955.06607969478,0,84,16,0,0,0,0,0,"0"
"11174",-1022000,1140000,998726.96,601.24,1503.36,1900.39687362686,0,94,5,1,0,0,0,0,"0"
"11175",-1012000,1140000,999078.81,1779.35,4449.2,3821.50539361406,0,88,8,4,0,0,0,0,"0"
"11176",-1002000,1140000,999159.66,37181.77,267459.33,72401.9095507702,0,70,10,1,7,0,0,12,"1"
"11177",-992000,1140000,997127.55,1476.83,3692.51,7841.43855052628,0,81,12,4,0,3,0,0,"0"
"11178",-982000,1140000,998244.73,1136.33,2869.44,3259.27077230811,0,85,14,1,0,0,0,0,"1"
"11179",-972000,1140000,997558.35,734.93,1837.59,2086.50066320598,0,91,8,1,0,0,0,0,"0"
"11180",-962000,1140000,1e+06,452.17,1130.54,1210.54365881532,0,95,5,0,0,0,0,0,"0"
"11181",-952000,1140000,999796.16,421.83,1054.78,1129.28382368013,0,93,7,0,0,0,0,0,"0"
"11182",-942000,1140000,999765.67,306.43,766.31,820.437891695648,0,97,3,0,0,0,0,0,"0"
"11183",-932000,1140000,998784.92,793.72,1984.67,2092.66617687698,0,95,3,2,0,0,0,0,"0"
"11184",-922000,1140000,988861.43,4763.78,18922.43,7130.37491661776,0,89,8,0,0,3,0,0,"0"
"11185",-912000,1140000,999921.44,280.85,702.26,264.625167096965,0,98,2,0,0,0,0,0,"0"
"11186",-902000,1140000,998422.31,768.85,1929.42,727.04281177558,0,97,3,0,0,0,0,0,"0"
"11187",-892000,1140000,996529.35,12581.3,78289.97,29501.1764763724,0,88,6,0,1,0,5,0,"0"
"11188",-882000,1140000,1e+06,1193.33,2983.83,2532.41442792118,0,91,7,2,0,0,0,0,"0"
"11189",-872000,1140000,999971.35,711.15,1778.36,1512.61601855606,0,95,4,1,0,0,0,0,"0"
"11190",-862000,1140000,995554.27,800.13,2000.8,1703.59333162755,0,95,4,1,0,0,0,0,"0"
"11191",-852000,1140000,998347.85,886.61,2217.03,2373.30502426997,0,94,4,2,0,0,0,0,"0"
"11192",-842000,1140000,1e+06,625.99,1779.93,1973.8496536836,0,92,8,0,0,0,0,0,"0"
"11193",-832000,1140000,998835.84,1072.49,4716,5288.65596972033,0,96,3,1,0,0,0,0,"0"
"11194",-822000,1140000,999052.34,643.42,2468.7,2568.95606800169,0,97,2,1,0,0,0,0,"0"
"11195",-812000,1140000,998874.37,405.8,1014.72,1108.74413183331,0,94,6,0,0,0,0,0,"0"
"11196",-802000,1140000,999872.11,1385.78,5601.08,6119.33120340109,0,93,6,0,0,0,1,0,"0"
"11197",-792000,1140000,999546.84,1123.11,2808.29,1881.87963056564,0,93,6,1,0,0,0,0,"0"
"11198",-1312000,1130000,853104.88,3572.75,8933.65,8885.93429180607,7,63,18,0,0,12,0,0,"0"
"11199",-1302000,1130000,947355.96,697.66,1744.55,2050.62608752958,1,87,12,0,0,0,0,0,"0"
"11200",-1062000,1130000,998406.21,904.22,2261.04,2966.67354213446,0,88,10,2,0,0,0,0,"0"
"11201",-1052000,1130000,1e+06,630.44,1576.5,1988.74353839084,0,93,6,1,0,0,0,0,"0"
"11202",-1042000,1130000,999769.53,973.61,2434.75,3079.54846088961,0,81,19,0,0,0,0,0,"0"
"11203",-1032000,1130000,999492.5,1146.82,2867.5,4091.56241702288,0,88,10,2,0,0,0,0,"0"
"11204",-1022000,1130000,999760.88,1896.42,4741.54,5577.3651570417,0,86,7,7,0,0,0,0,"0"
"11205",-1012000,1130000,998770.57,2364.58,5912.25,6638.74266852625,0,85,8,7,0,0,0,0,"1"
"11206",-1002000,1130000,995544.08,33021.7,213678.81,59418.6059535434,0,72,8,4,3,0,0,13,"1"
"11207",-992000,1130000,997805.19,1087.86,2720.11,3127.05584112182,0,84,16,0,0,0,0,0,"0"
"11208",-982000,1130000,1e+06,2945.13,8365.2,10461.5607226938,0,69,25,6,0,0,0,0,"0"
"11209",-972000,1130000,997562.2,725.04,1812.95,2603.50699719787,0,88,12,0,0,0,0,0,"0"
"11210",-962000,1130000,999362.51,352.52,881.46,972.148891873658,0,94,6,0,0,0,0,0,"0"
"11211",-952000,1130000,999680.81,210.15,525.55,562.671937402337,0,96,4,0,0,0,0,0,"0"
"11212",-942000,1130000,997899.22,388.97,972.72,1040.67811301351,0,97,3,0,0,0,0,0,"0"
"11213",-932000,1130000,996642.98,613.32,1533.83,1543.46914179623,0,93,7,0,0,0,0,0,"0"
"11214",-922000,1130000,992120.29,14934.06,89841.45,82156.4200251689,0,81,9,0,2,0,0,8,"0"
"11215",-912000,1130000,999607.99,184.6,461.68,279.130973770283,0,98,2,0,0,0,0,0,"0"
"11216",-902000,1130000,997493.96,518.42,1296.25,488.452091802843,0,96,4,0,0,0,0,0,"0"
"11217",-892000,1130000,999850.32,285.96,715.07,271.332901977002,0,98,2,0,0,0,0,0,"0"
"11218",-882000,1130000,1e+06,3630.19,11831.5,13148.9287309945,0,78,14,5,1,0,2,0,"0"
"11219",-872000,1130000,999577.06,2298.31,5746.88,6716.4182796292,0,86,7,7,0,0,0,0,"0"
"11220",-862000,1130000,997289.47,708.63,1772.03,1946.21767882258,0,92,7,1,0,0,0,0,"0"
"11221",-852000,1130000,998323.33,2503.23,7316.27,7831.9825626053,0,68,27,5,0,0,0,0,"0"
"11222",-842000,1130000,1e+06,1308.1,3270.92,3427.7632833086,0,87,9,4,0,0,0,0,"0"
"11223",-832000,1130000,998694.95,1896.42,4742.12,4933.81567991153,0,86,10,4,0,0,0,0,"0"
"11224",-822000,1130000,998714.19,1295.78,3240.22,3371.21586384997,0,96,0,4,0,0,0,0,"0"
"11225",-812000,1130000,1e+06,1892.39,5805.67,6343.41099444777,0,92,4,4,0,0,0,0,"0"
"11226",-802000,1130000,1e+06,602.87,1507.72,1020.15426260047,0,96,4,0,0,0,0,0,"0"
"11227",-792000,1130000,999999.93,2172.88,8871.34,5943.45806519781,0,89,7,4,0,0,0,0,"0"
"11228",-782000,1130000,999104.85,463.9,1160.21,770.146854915655,0,97,3,0,0,0,0,0,"0"
"11229",-1302000,1120000,990823.71,2805.76,7016.26,8535.94539063424,0,70,25,5,0,0,0,0,"0"
"11230",-1042000,1120000,999824.76,1202.68,3007.23,3331.80871679261,0,82,18,0,0,0,0,0,"0"
"11231",-1032000,1120000,999464.5,1412.71,3532.19,5038.65697557479,0,88,5,7,0,0,0,0,"0"
"11232",-1022000,1120000,998869.08,1965.75,4914.92,6218.22710201144,0,80,16,4,0,0,0,0,"1"
"11233",-1012000,1120000,1e+06,2182.38,5456.42,6139.88366743177,0,80,13,7,0,0,0,0,"1"
"11234",-1002000,1120000,1e+06,1742.54,4356.91,4841.39186757803,0,84,13,3,0,0,0,0,"0"
"11235",-992000,1120000,999499.24,1837.19,4593.54,5288.73715518415,0,78,20,2,0,0,0,0,"1"
"11236",-982000,1120000,999493.88,1780.99,4453.2,6573.04938433692,0,75,23,2,0,0,0,0,"1"
"11237",-972000,1120000,999283.35,1184.67,2962.02,4578.62379398197,0,86,11,3,0,0,0,0,"1"
"11238",-962000,1120000,999344.38,406.4,1016.28,1455.03158508986,0,94,6,0,0,0,0,0,"0"
"11239",-952000,1120000,1e+06,324.94,812.65,870.051096156239,0,97,3,0,0,0,0,0,"0"
"11240",-942000,1120000,998570.75,425.75,1064.75,1123.40782223083,0,93,7,0,0,0,0,0,"0"
"11241",-932000,1120000,998784.58,673.67,1684.6,1278.07083427161,0,95,5,0,0,0,0,0,"0"
